esntl_no,elsm_nm,schl_nm,fdtn_sctn_dscnt,tot_po,ten_und_po,hshld_co,examin_mt,examin_dt,ave_fnds,qltwtr_poll_entrps_co,addr_1,addr_2
14842,유치원,예랑유치원,사립,179126,5921,24593,11,1,28.18601937,2,전라북도,전주시
14843,유치원,예일유치원,사립,205869,7112,26837,11,1,28.18601937,0,전라북도,전주시
14844,유치원,올리브유치원,사립,135512,4905,17788,11,1,28.18601937,0,전라북도,전주시
14845,유치원,우석대학교부설유치원,사립,169422,4436,20503,11,1,28.18601937,1,전라북도,전주시
14846,유치원,이화유치원,사립,88746,2164,10398,11,1,28.18601937,2,전라북도,전주시
14848,유치원,연세유치원,사립,73768,2100,8930,11,1,28.18601937,0,전라북도,전주시
14849,유치원,성모유치원,사립,74540,2426,9436,11,1,28.18601937,1,전라북도,전주시
1485,어린이집,15사단 다목리어린이집,사립,12590,311,2362,11,1,28.18601937,1,강원도,화천군
14850,유치원,예대유치원,사립,135512,4905,17788,11,1,28.18601937,1,전라북도,전주시
14851,유치원,제이그림나라유치원,사립,201281,7737,29998,11,1,28.18601937,0,전라북도,전주시
14852,유치원,꿈을담는유치원,사립,205869,7112,26837,11,1,28.18601937,0,전라북도,전주시
14853,유치원,딩동댕유치원,사립,130638,3280,15373,11,1,28.18601937,0,전라북도,전주시
14854,유치원,효원유치원,사립,108342,3082,14762,11,1,28.18601937,2,전라북도,전주시
14855,유치원,청강유치원,사립,37925,574,6441,11,1,28.18601937,2,전라북도,전주시
14856,유치원,상원리나유치원,사립,88746,2164,10398,11,1,28.18601937,1,전라북도,전주시
14857,유치원,전주삼천남초등학교병설,공립,169422,4436,20503,11,1,28.18601937,1,전라북도,전주시
1486,어린이집,Daycare27어린이집,사립,20618,763,3238,11,1,28.18601937,0,강원도,화천군
14861,유치원,전주홍산초등학교병설유,공립,88746,2164,10398,11,1,28.18601937,1,전라북도,전주시
14862,유치원,전주홍산유치원,공립,88746,2164,10398,11,1,28.18601937,1,전라북도,전주시
14864,유치원,전주하가초등학교병설유,공립,74540,2426,9436,11,1,28.18601937,1,전라북도,전주시
14865,유치원,초록빛유치원,사립,201281,7737,29998,11,1,28.18601937,0,전라북도,전주시
1487,어린이집,웅진어린이집,사립,26489,923,3858,11,1,28.18601937,9,강원도,화천군
14870,유치원,해바라기유치원,사립,201281,7737,29998,11,1,28.18601937,1,전라북도,전주시
14875,유치원,프렌즈유치원,사립,135512,4905,17788,11,1,28.18601937,3,전라북도,전주시
14876,유치원,하버드유치원,사립,201281,7737,29998,11,1,28.18601937,0,전라북도,전주시
14882,유치원,폴유치원,사립,135512,4905,17788,11,1,28.18601937,0,전라북도,전주시
1489,어린이집,양구어린이집,사립,43024,1666,6384,11,1,28.18601937,3,강원도,양구군
1490,어린이집,원광어린이집,사립,43024,1666,6384,11,1,28.18601937,2,강원도,양구군
1491,어린이집,꿈동산어린이집,사립,43024,1666,6384,11,1,28.18601937,0,강원도,양구군
1492,어린이집,엄지어린이집,사립,10217,143,1829,11,1,28.18601937,1,강원도,양구군
1493,어린이집,남면어린이집,사립,10217,143,1829,11,1,28.18601937,4,강원도,양구군
1493,유치원,우람유치원,사립,332480,9988,53007,11,1,28.18601937,4,서울특별시,강서구
14930,어린이집,코끼리어린이집,사립,91163,3174,12056,11,1,28.18601937,1,경기도,용인시
1494,어린이집,꽃동산어린이집,사립,43024,1666,6384,11,1,28.18601937,1,강원도,양구군
14945,어린이집,사랑뜰 어린이집,사립,91163,3174,12056,11,1,28.18601937,0,경기도,용인시
1495,어린이집,양록어린이집,사립,4092,66,827,11,1,28.18601937,0,강원도,양구군
1496,어린이집,열린어린이집,사립,43024,1666,6384,11,1,28.18601937,3,강원도,양구군
1497,어린이집,동면어린이집,사립,6193,112,1283,11,1,28.18601937,3,강원도,양구군
1497,유치원,미래클유치원,사립,250578,9460,29795,11,1,28.18601937,3,서울특별시,강서구
14971,어린이집,숲속향기생태어린이집,사립,91163,3174,12056,11,1,28.18601937,0,경기도,용인시
1498,어린이집,꽃사슴어린이집,사립,43024,1666,6384,11,1,28.18601937,3,강원도,양구군
1498,유치원,우현유치원,사립,250578,9460,29795,11,1,28.18601937,3,서울특별시,강서구
14982,어린이집,마북e편한세상어린이집,사립,91163,3174,12056,11,1,28.18601937,1,경기도,용인시
1499,어린이집,금강초롱어린이집,사립,10217,143,1829,11,1,28.18601937,6,강원도,양구군
14995,유치원,군산유치원,사립,146913,7284,20608,11,1,28.18601937,3,전라북도,군산시
14996,유치원,초록빛유치원,사립,247068,8672,29323,11,1,28.18601937,0,전라북도,군산시
14997,유치원,개정초등학교병설유치원,공립,9337,143,1510,11,1,28.18601937,0,전라북도,군산시
14998,유치원,세움아이유치원,사립,120717,4695,13648,11,1,28.18601937,0,전라북도,군산시
14999,유치원,푸른숲유치원,사립,247068,8672,29323,11,1,28.18601937,0,전라북도,군산시
1500,어린이집,해피키즈어린이집,사립,43024,1666,6384,11,1,28.18601937,1,강원도,양구군
15000,유치원,군산초등학교병설유치원,공립,146913,7284,20608,11,1,28.18601937,0,전라북도,군산시
15001,유치원,군산금광초등학교병설유,공립,19323,242,3008,11,1,28.18601937,0,전라북도,군산시
15002,유치원,군산남초등학교병설유치,공립,30436,796,5262,11,1,28.18601937,3,전라북도,군산시
15003,유치원,군산용문초등학교병설유,공립,120717,4695,13648,11,1,28.18601937,0,전라북도,군산시
15004,유치원,군산지곡초등학교병설유,공립,146913,7284,20608,11,1,28.18601937,4,전라북도,군산시
15005,유치원,금암초등학교병설유치원,공립,8488,88,1350,11,1,28.18601937,1,전라북도,군산시
15006,유치원,군산내흥초등학교병설유,공립,18726,562,2333,11,1,28.18601937,0,전라북도,군산시
15007,유치원,나포초등학교병설유치원,공립,6995,64,1137,11,1,28.18601937,0,전라북도,군산시
15008,유치원,당북초등학교병설유치원,공립,8206,187,1905,11,1,28.18601937,5,전라북도,군산시
15009,유치원,군산동초등학교병설유치,공립,45137,1465,9076,11,1,28.18601937,5,전라북도,군산시
1501,어린이집,해안어린이집,사립,3956,59,678,11,1,28.18601937,2,강원도,양구군
15010,유치원,대야초등학교병설유치원,공립,14889,214,2662,11,1,28.18601937,5,전라북도,군산시
15011,유치원,문창초등학교병설유치원,공립,42832,1495,7102,11,1,28.18601937,1,전라북도,군산시
15012,유치원,발산초등학교병설유치원,공립,9337,143,1510,11,1,28.18601937,0,전라북도,군산시
15013,어린이집,교동아띠어린이집,사립,91163,3174,12056,11,1,28.18601937,1,경기도,용인시
15013,유치원,미룡초등학교병설유치원,공립,120717,4695,13648,11,1,28.18601937,1,전라북도,군산시
15014,유치원,서수초등학교병설유치원,공립,8488,88,1350,11,1,28.18601937,1,전라북도,군산시
15015,유치원,군산서초등학교병설유치,공립,7080,142,1300,11,1,28.18601937,1,전라북도,군산시
15016,유치원,성산초등학교병설유치원,공립,10127,125,1408,11,1,28.18601937,2,전라북도,군산시
15017,유치원,소룡초등학교병설유치원,공립,66964,2189,8213,11,1,28.18601937,2,전라북도,군산시
15018,어린이집,대림신나는어린이집,사립,91163,3174,12056,11,1,28.18601937,1,경기도,용인시
15018,유치원,술산초등학교병설유치원,공립,15867,81,1444,11,1,28.18601937,1,전라북도,군산시
15019,유치원,군산수송초등학교병설유,공립,146913,7284,20608,11,1,28.18601937,2,전라북도,군산시
1502,어린이집,아이숲어린이집,사립,43024,1666,6384,11,1,28.18601937,6,강원도,양구군
1502,유치원,등촌이화유치원,사립,230847,5170,35493,11,1,28.18601937,6,서울특별시,강서구
15020,유치원,군산신흥초등학교병설유,공립,247068,8672,29323,11,1,28.18601937,2,전라북도,군산시
15021,유치원,군산아리울초등학교병설,공립,146913,7284,20608,11,1,28.18601937,1,전라북도,군산시
15022,유치원,어청도초등학교병설유치,공립,8401,136,1867,11,1,28.18601937,2,전라북도,군산시
15034,유치원,동아유치원,사립,66964,2189,8213,11,1,28.18601937,1,전라북도,군산시
15023,유치원,옥구초등학교병설유치원,공립,9531,125,1678,11,1,28.18601937,0,전라북도,군산시
15024,유치원,옥봉초등학교병설유치원,공립,10185,186,1625,11,1,28.18601937,0,전라북도,군산시
15025,유치원,옥산초등학교병설유치원,공립,8206,187,1905,11,1,28.18601937,0,전라북도,군산시
15026,유치원,임피초등학교병설유치원,공립,15867,81,1444,11,1,28.18601937,5,전라북도,군산시
15027,유치원,군산풍문초등학교병설유,공립,30436,796,5262,11,1,28.18601937,3,전라북도,군산시
15028,유치원,창오초등학교병설유치원,공립,10127,125,1408,11,1,28.18601937,0,전라북도,군산시
15029,유치원,회현초등학교병설유치원,공립,9903,233,1566,11,1,28.18601937,0,전라북도,군산시
1503,어린이집,배꼽어린이집,사립,43024,1666,6384,11,1,28.18601937,5,강원도,양구군
15030,유치원,해성초등학교병설유치원,공립,42832,1495,7102,11,1,28.18601937,1,전라북도,군산시
15031,유치원,군산우리별유치원,공립,24226,507,3964,11,1,28.18601937,2,전라북도,군산시
15032,유치원,개복유치원,사립,19191,386,3203,11,1,28.18601937,2,전라북도,군산시
15033,유치원,새나래유치원,사립,247068,8672,29323,11,1,28.18601937,0,전라북도,군산시
15035,유치원,군산바다유치원,공립,24371,487,3447,11,1,28.18601937,0,전라북도,군산시
15036,유치원,반야유치원,사립,7080,142,1300,11,1,28.18601937,2,전라북도,군산시
15037,유치원,서해대학부속유치원,사립,19323,242,3008,11,1,28.18601937,0,전라북도,군산시
15038,어린이집,순수발도르프어린이집,사립,91163,3174,12056,11,1,28.18601937,2,경기도,용인시
15038,유치원,군산월명초등학교병설유,공립,146913,7284,20608,11,1,28.18601937,2,전라북도,군산시
15039,유치원,무녀도초등학교병설유치,공립,8401,136,1867,11,1,28.18601937,0,전라북도,군산시
1504,어린이집,양구푸르니어린이집,사립,43024,1666,6384,11,1,28.18601937,0,강원도,양구군
1504,유치원,밤비니유치원,사립,185493,6351,30155,11,1,28.18601937,0,서울특별시,강서구
15040,유치원,새만금초등학교병설유치,공립,66964,2189,8213,11,1,28.18601937,0,전라북도,군산시
15041,유치원,이른아침유치원,사립,45137,1465,9076,11,1,28.18601937,1,전라북도,군산시
15042,유치원,샛별유치원,사립,45137,1465,9076,11,1,28.18601937,4,전라북도,군산시
15043,유치원,성심유치원,사립,19191,386,3203,11,1,28.18601937,2,전라북도,군산시
15044,유치원,원광유치원,사립,45137,1465,9076,11,1,28.18601937,3,전라북도,군산시
15045,유치원,일곱빛깔무지개유치원,사립,146913,7284,20608,11,1,28.18601937,1,전라북도,군산시
1505,어린이집,백두산어린이집,사립,43024,1666,6384,11,1,28.18601937,1,강원도,양구군
15051,유치원,해성유치원,사립,19191,386,3203,11,1,28.18601937,0,전라북도,군산시
15052,유치원,신시도초등학교병설유치,공립,8401,136,1867,11,1,28.18601937,1,전라북도,군산시
15059,어린이집,LIG넥스원어린이집,사립,91163,3174,12056,11,1,28.18601937,1,경기도,용인시
15059,유치원,군산미장초등학교병설유,공립,146913,7284,20608,11,1,28.18601937,1,전라북도,군산시
1506,어린이집,한빛어린이집,사립,3956,59,678,11,1,28.18601937,2,강원도,양구군
1507,어린이집,아이숲어린이집,사립,43024,1666,6384,11,1,28.18601937,14,강원도,양구군
1507,유치원,행복한유치원,사립,230847,5170,35493,11,1,28.18601937,14,서울특별시,강서구
1508,어린이집,인제어린이집,사립,27497,853,4079,11,1,28.18601937,3,강원도,인제군
1509,어린이집,기린어린이집,사립,14684,452,2563,11,1,28.18601937,5,강원도,인제군
1510,어린이집,새사랑어린이집,사립,27497,853,4079,11,1,28.18601937,1,강원도,인제군
1510,유치원,서울송정초등학교병설유,공립,185493,6351,30155,11,1,28.18601937,1,서울특별시,강서구
1511,어린이집,서화어린이집,사립,9708,362,1481,11,1,28.18601937,1,강원도,인제군
1511,유치원,서울금낭화유치원,공립,332480,9988,53007,11,1,28.18601937,1,서울특별시,강서구
15117,어린이집,열린어린이집,사립,240765,9371,28206,11,1,28.18601937,0,경기도,용인시
1512,어린이집,보듬이 나눔이 참사랑어,사립,14684,452,2563,11,1,28.18601937,3,강원도,인제군
1512,유치원,서울수명유치원,공립,250578,9460,29795,11,1,28.18601937,3,서울특별시,강서구
15128,어린이집,하람몬테소리어린이집,사립,240765,9371,28206,11,1,28.18601937,0,경기도,용인시
1513,어린이집,상남어린이집,사립,4508,57,833,11,1,28.18601937,1,강원도,인제군
15136,어린이집,산내들생태어린이집,사립,99860,4065,16906,11,1,28.18601937,0,경기도,용인시
15138,어린이집,알이새어린이집,사립,240765,9371,28206,11,1,28.18601937,2,경기도,용인시
15139,유치원,금마초등학교병설유치원,공립,15940,364,2532,11,1,28.18601937,2,전라북도,익산시
1514,어린이집,용대어린이집,사립,24564,812,4155,11,1,28.18601937,0,강원도,인제군
15140,유치원,낭산초등학교병설유치원,공립,9278,108,1586,11,1,28.18601937,0,전라북도,익산시
15141,유치원,다송초등학교병설유치원,공립,22250,458,3364,11,1,28.18601937,0,전라북도,익산시
15142,유치원,망성초등학교병설유치원,공립,9714,105,1679,11,1,28.18601937,0,전라북도,익산시
15143,어린이집,파랑몬테소리어린이집,사립,240765,9371,28206,11,1,28.18601937,1,경기도,용인시
15143,유치원,미륵초등학교병설유치원,공립,15940,364,2532,11,1,28.18601937,1,전라북도,익산시
15144,유치원,삼기초등학교병설유치원,공립,8161,91,1282,11,1,28.18601937,0,전라북도,익산시
15145,유치원,석불초등학교병설유치원,공립,8161,91,1282,11,1,28.18601937,1,전라북도,익산시
15146,유치원,성당초등학교병설유치원,공립,5945,65,1029,11,1,28.18601937,1,전라북도,익산시
15147,유치원,성북초등학교병설유치원,공립,9714,105,1679,11,1,28.18601937,1,전라북도,익산시
15148,어린이집,동부어린이집,사립,240765,9371,28206,11,1,28.18601937,1,경기도,용인시
15148,유치원,여산초등학교병설유치원,공립,10509,242,1749,11,1,28.18601937,1,전라북도,익산시
15149,어린이집,현대도담어린이집,사립,240765,9371,28206,11,1,28.18601937,2,경기도,용인시
15149,유치원,영만초등학교병설유치원,공립,23873,763,3871,11,1,28.18601937,2,전라북도,익산시
1515,어린이집,중앙어린이집,사립,9708,362,1481,11,1,28.18601937,0,강원도,인제군
15150,유치원,익산가온초등학교병설유,공립,111649,4198,15430,11,1,28.18601937,0,전라북도,익산시
15151,유치원,오산초등학교병설유치원,공립,23873,763,3871,11,1,28.18601937,2,전라북도,익산시
15152,유치원,오산남초등학교병설유치,공립,23873,763,3871,11,1,28.18601937,1,전라북도,익산시
15153,유치원,왕궁초등학교병설유치원,공립,14502,126,2525,11,1,28.18601937,1,전라북도,익산시
15154,유치원,왕궁남초등학교병설유치,공립,14502,126,2525,11,1,28.18601937,10,전라북도,익산시
15155,유치원,왕북초등학교병설유치원,공립,14502,126,2525,11,1,28.18601937,19,전라북도,익산시
15156,어린이집,건영어린이집,사립,240765,9371,28206,11,1,28.18601937,1,경기도,용인시
15156,유치원,용북초등학교병설유치원,공립,8248,110,1400,11,1,28.18601937,1,전라북도,익산시
15157,유치원,용산초등학교병설유치원,공립,22605,392,3449,11,1,28.18601937,1,전라북도,익산시
15158,유치원,용성초등학교병설유치원,공립,9278,108,1586,11,1,28.18601937,3,전라북도,익산시
15159,유치원,용안초등학교병설유치원,공립,8248,110,1400,11,1,28.18601937,2,전라북도,익산시
1516,어린이집,에벤에셀어린이집,사립,14684,452,2563,11,1,28.18601937,0,강원도,인제군
15160,유치원,웅포초등학교병설유치원,공립,4857,57,865,11,1,28.18601937,0,전라북도,익산시
15161,유치원,이리고현초등학교병설유,공립,111649,4198,15430,11,1,28.18601937,2,전라북도,익산시
15162,유치원,이리남창초등학교병설유,공립,39543,638,5950,11,1,28.18601937,3,전라북도,익산시
15163,유치원,이리동남초등학교병설유,공립,69869,2231,9766,11,1,28.18601937,1,전라북도,익산시
15164,유치원,이리동북초등학교병설유,공립,124139,4060,15082,11,1,28.18601937,0,전라북도,익산시
15165,유치원,이리동산초등학교병설유,공립,69869,2231,9766,11,1,28.18601937,4,전라북도,익산시
15166,유치원,이리마한초등학교병설유,공립,124139,4060,15082,11,1,28.18601937,0,전라북도,익산시
15167,유치원,이리부송초등학교병설유,공립,98693,3519,12833,11,1,28.18601937,3,전라북도,익산시
15168,유치원,이리북초등학교병설유치,공립,39543,638,5950,11,1,28.18601937,0,전라북도,익산시
15169,유치원,이리부천초등학교병설유,공립,98693,3519,12833,11,1,28.18601937,1,전라북도,익산시
1517,어린이집,샛별어린이집,사립,27497,853,4079,11,1,28.18601937,0,강원도,인제군
15170,유치원,이리북일초등학교병설유,공립,76313,895,8890,11,1,28.18601937,0,전라북도,익산시
15171,유치원,이리서초등학교병설유치,공립,39543,638,5950,11,1,28.18601937,1,전라북도,익산시
1519,어린이집,신남어린이집,사립,12687,471,2073,11,1,28.18601937,0,강원도,인제군
15172,유치원,이리석암초등학교병설유,공립,21559,664,2774,11,1,28.18601937,1,전라북도,익산시
15173,유치원,익산솜리유치원,공립,76359,3109,9920,11,1,28.18601937,4,전라북도,익산시
15174,유치원,이리송학초등학교병설유,공립,27821,1164,3529,11,1,28.18601937,0,전라북도,익산시
15175,유치원,이리신흥초등학교병설유,공립,69869,2231,9766,11,1,28.18601937,2,전라북도,익산시
15176,유치원,이리중앙초등학교병설유,공립,10079,116,2062,11,1,28.18601937,4,전라북도,익산시
15177,유치원,이리팔봉초등학교병설유,공립,21559,664,2774,11,1,28.18601937,1,전라북도,익산시
15178,유치원,천서초등학교병설유치원,공립,14267,217,2358,11,1,28.18601937,1,전라북도,익산시
15179,유치원,춘포초등학교병설유치원,공립,14267,217,2358,11,1,28.18601937,0,전라북도,익산시
1518,어린이집,꾸러기어린이집,사립,12687,471,2073,11,1,28.18601937,0,강원도,인제군
15180,유치원,함라초등학교병설유치원,공립,6872,90,1153,11,1,28.18601937,0,전라북도,익산시
15181,유치원,익산맑은샘유치원,공립,23873,763,3871,11,1,28.18601937,0,전라북도,익산시
15182,유치원,함열초등학교병설유치원,공립,22250,458,3364,11,1,28.18601937,11,전라북도,익산시
15183,유치원,황등초등학교병설유치원,공립,22605,392,3449,11,1,28.18601937,2,전라북도,익산시
15184,유치원,황등남초등학교병설유치,공립,22605,392,3449,11,1,28.18601937,2,전라북도,익산시
15185,유치원,흥왕초등학교병설유치원,공립,5058,65,824,11,1,28.18601937,0,전라북도,익산시
15186,유치원,익산초등학교병설유치원,공립,76359,3109,9920,11,1,28.18601937,1,전라북도,익산시
15187,유치원,익산궁동초등학교병설유,공립,98693,3519,12833,11,1,28.18601937,0,전라북도,익산시
15188,유치원,이리동초등학교병설유치,공립,124139,4060,15082,11,1,28.18601937,1,전라북도,익산시
15189,유치원,이리신동초등학교병설유,공립,76313,895,8890,11,1,28.18601937,0,전라북도,익산시
15190,유치원,익산옥야초등학교병설유,공립,69869,2231,9766,11,1,28.18601937,3,전라북도,익산시
15191,유치원,이리유치원,공립,31917,666,4554,11,1,28.18601937,3,전라북도,익산시
15192,유치원,관행유치원,사립,124139,4060,15082,11,1,28.18601937,1,전라북도,익산시
15193,유치원,다솜유치원,사립,111649,4198,15430,11,1,28.18601937,1,전라북도,익산시
15194,유치원,리라자연유치원,사립,98693,3519,12833,11,1,28.18601937,0,전라북도,익산시
15195,유치원,백설유치원,사립,98693,3519,12833,11,1,28.18601937,0,전라북도,익산시
15196,유치원,벧엘유치원,사립,111649,4198,15430,11,1,28.18601937,1,전라북도,익산시
15197,유치원,비사벌유치원,사립,124139,4060,15082,11,1,28.18601937,0,전라북도,익산시
15198,유치원,뽀뽀뽀유치원,사립,76313,895,8890,11,1,28.18601937,0,전라북도,익산시
15199,유치원,샛별유치원,사립,111649,4198,15430,11,1,28.18601937,0,전라북도,익산시
1520,어린이집,아이사랑어린이집,사립,27497,853,4079,11,1,28.18601937,1,강원도,인제군
15200,유치원,이리성심유치원,사립,10079,116,2062,11,1,28.18601937,3,전라북도,익산시
15201,유치원,이리백제초등학교병설유,공립,124139,4060,15082,11,1,28.18601937,0,전라북도,익산시
15202,유치원,미르유치원,사립,98693,3519,12833,11,1,28.18601937,0,전라북도,익산시
15203,유치원,신광유치원,사립,31917,666,4554,11,1,28.18601937,4,전라북도,익산시
15204,유치원,아이캔몬테소리유치원,사립,124139,4060,15082,11,1,28.18601937,1,전라북도,익산시
15205,유치원,영등파랑유치원,사립,124139,4060,15082,11,1,28.18601937,0,전라북도,익산시
15206,유치원,제일유치원,사립,124139,4060,15082,11,1,28.18601937,0,전라북도,익산시
15208,유치원,천광유치원,사립,124139,4060,15082,11,1,28.18601937,1,전라북도,익산시
15209,유치원,천일유치원,사립,20669,350,3816,11,1,28.18601937,4,전라북도,익산시
1521,어린이집,선영어린이집,사립,24564,812,4155,11,1,28.18601937,1,강원도,인제군
15210,유치원,한서유치원,사립,111649,4198,15430,11,1,28.18601937,3,전라북도,익산시
15213,유치원,햇빛유치원,사립,14420,328,2468,11,1,28.18601937,0,전라북도,익산시
15214,유치원,현대유치원,사립,111649,4198,15430,11,1,28.18601937,0,전라북도,익산시
15216,유치원,익산유치원,사립,69869,2231,9766,11,1,28.18601937,2,전라북도,익산시
1522,어린이집,예원어린이집,사립,27497,853,4079,11,1,28.18601937,1,강원도,인제군
15220,유치원,미래유치원,사립,69869,2231,9766,11,1,28.18601937,0,전라북도,익산시
15222,유치원,동광유치원,사립,69869,2231,9766,11,1,28.18601937,1,전라북도,익산시
1523,어린이집,도담도담 어린이집,사립,27497,853,4079,11,1,28.18601937,0,강원도,인제군
15237,어린이집,숲속아람어린이집,사립,101626,4253,13174,11,1,28.18601937,1,경기도,용인시
15238,어린이집,꽃이랑나무랑어린이집,사립,106541,3836,15849,11,1,28.18601937,0,경기도,용인시
1524,어린이집,인성어린이집,사립,27497,853,4079,11,1,28.18601937,1,강원도,인제군
1525,어린이집,꼬마별어린이집,사립,24564,812,4155,11,1,28.18601937,2,강원도,인제군
15252,어린이집,서머힐(summerhill)어린,사립,99860,4065,16906,11,1,28.18601937,1,경기도,용인시
1526,어린이집,푸른솔어린이집,사립,24564,812,4155,11,1,28.18601937,0,강원도,인제군
1527,어린이집,행복어린이집,사립,27497,853,4079,11,1,28.18601937,0,강원도,인제군
1528,어린이집,미소어린이집,사립,24564,812,4155,11,1,28.18601937,0,강원도,인제군
1529,어린이집,응봉어린이집,사립,12687,471,2073,11,1,28.18601937,0,강원도,인제군
1530,어린이집,을지어린이집,사립,9708,362,1481,11,1,28.18601937,0,강원도,인제군
15305,어린이집,동문아이엠어린이집,사립,99860,4065,16906,11,1,28.18601937,0,경기도,용인시
15309,유치원,감곡초등학교병설유치원,공립,8333,71,1688,11,1,28.18601937,0,전라북도,정읍시
15310,유치원,고부초등학교병설유치원,공립,8772,80,1600,11,1,28.18601937,0,전라북도,정읍시
15311,유치원,교암초등학교병설유치원,공립,11537,177,1945,11,1,28.18601937,0,전라북도,정읍시
15312,유치원,내장초등학교병설유치원,공립,63381,2133,8432,11,1,28.18601937,0,전라북도,정읍시
15313,유치원,능교초등학교병설유치원,공립,3772,59,767,11,1,28.18601937,0,전라북도,정읍시
15314,유치원,대흥초등학교병설유치원,공립,8802,111,1660,11,1,28.18601937,4,전라북도,정읍시
15315,유치원,덕천초등학교병설유치원,공립,5430,47,983,11,1,28.18601937,0,전라북도,정읍시
15316,유치원,도학초등학교병설유치원,공립,5430,47,983,11,1,28.18601937,0,전라북도,정읍시
15317,유치원,동신초등학교병설유치원,공립,73532,2395,9898,11,1,28.18601937,14,전라북도,정읍시
15318,유치원,백암초등학교병설유치원,공립,11382,153,1998,11,1,28.18601937,10,전라북도,정읍시
15319,유치원,보성초등학교병설유치원,공립,14247,245,2206,11,1,28.18601937,1,전라북도,정읍시
1532,어린이집,고은어린이집,사립,19415,284,3608,11,1,28.18601937,0,강원도,고성군
15320,유치원,북면초등학교병설유치원,공립,14247,245,2206,11,1,28.18601937,0,전라북도,정읍시
15321,유치원,산외초등학교병설유치원,공립,6401,91,1251,11,1,28.18601937,1,전라북도,정읍시
15322,유치원,서신초등학교병설유치원,공립,11537,177,1945,11,1,28.18601937,1,전라북도,정읍시
15323,유치원,소성초등학교병설유치원,공립,6403,78,1220,11,1,28.18601937,0,전라북도,정읍시
15324,유치원,수곡초등학교병설유치원,공립,7245,149,1287,11,1,28.18601937,1,전라북도,정읍시
15325,유치원,신태인초등학교병설유치,공립,17807,341,3117,11,1,28.18601937,3,전라북도,정읍시
15326,유치원,영원초등학교병설유치원,공립,5448,64,1054,11,1,28.18601937,1,전라북도,정읍시
15327,유치원,옹동초등학교병설유치원,공립,4990,71,1008,11,1,28.18601937,2,전라북도,정읍시
15328,유치원,이평초등학교병설유치원,공립,6756,63,1298,11,1,28.18601937,0,전라북도,정읍시
15329,유치원,입암초등학교병설유치원,공립,8802,111,1660,11,1,28.18601937,2,전라북도,정읍시
15330,유치원,정남초등학교병설유치원,공립,7848,104,1446,11,1,28.18601937,0,전라북도,정읍시
15331,유치원,정우초등학교병설유치원,공립,7848,104,1446,11,1,28.18601937,1,전라북도,정읍시
15332,유치원,정읍남초등학교병설유치,공립,41288,1135,5693,11,1,28.18601937,0,전라북도,정읍시
15333,유치원,정읍동초등학교병설유치,공립,10151,262,1466,11,1,28.18601937,3,전라북도,정읍시
15334,유치원,정읍북초등학교병설유치,공립,14081,246,2148,11,1,28.18601937,0,전라북도,정읍시
15335,유치원,정읍초등학교병설유치원,공립,55836,2160,8363,11,1,28.18601937,3,전라북도,정읍시
15336,유치원,정읍수성초등학교병설유,공립,55836,2160,8363,11,1,28.18601937,2,전라북도,정읍시
15337,유치원,정일초등학교병설유치원,공립,14081,246,2148,11,1,28.18601937,0,전라북도,정읍시
15338,유치원,칠보초등학교병설유치원,공립,7245,149,1287,11,1,28.18601937,1,전라북도,정읍시
15339,유치원,태인초등학교병설유치원,공립,11382,153,1998,11,1,28.18601937,3,전라북도,정읍시
1534,어린이집,간성어린이집,사립,21021,625,3395,11,1,28.18601937,0,강원도,고성군
15340,유치원,또래유치원,사립,63381,2133,8432,11,1,28.18601937,0,전라북도,정읍시
15341,유치원,보영유치원,사립,55836,2160,8363,11,1,28.18601937,12,전라북도,정읍시
15342,유치원,새싹유치원,사립,14081,246,2148,11,1,28.18601937,1,전라북도,정읍시
15343,유치원,정읍연지유치원,공립,11937,168,2758,11,1,28.18601937,3,전라북도,정읍시
15344,유치원,예본성광유치원,사립,11537,177,1945,11,1,28.18601937,0,전라북도,정읍시
15345,유치원,정읍유치원,사립,41288,1135,5693,11,1,28.18601937,0,전라북도,정읍시
15346,어린이집,새싹베이비어린이집,사립,240765,9371,28206,11,1,28.18601937,0,경기도,용인시
15347,유치원,크레용유치원,사립,73532,2395,9898,11,1,28.18601937,3,전라북도,정읍시
1535,어린이집,프뢰벨어린이집,사립,21021,625,3395,11,1,28.18601937,0,강원도,고성군
1536,어린이집,죽왕어린이집,사립,11009,168,2036,11,1,28.18601937,3,강원도,고성군
1537,어린이집,예름어린이집,사립,19415,284,3608,11,1,28.18601937,0,강원도,고성군
1538,어린이집,토성어린이집,사립,27219,304,4026,11,1,28.18601937,0,강원도,고성군
1539,어린이집,대진어린이집,사립,7394,75,1356,11,1,28.18601937,0,강원도,고성군
154,어린이집,키움어린이집,사립,63129,2495,8206,11,1,28.18601937,0,강원도,춘천시
1540,어린이집,거진어린이집,사립,19415,284,3608,11,1,28.18601937,0,강원도,고성군
15401,유치원,운봉초등학교병설유치원,공립,11141,161,2038,11,1,28.18601937,1,전라북도,남원시
15402,유치원,남원참사랑유치원,공립,20129,807,3178,11,1,28.18601937,3,전라북도,남원시
15403,유치원,금지초등학교병설유치원,공립,7125,119,1265,11,1,28.18601937,1,전라북도,남원시
15404,유치원,금지동초등학교병설유치,공립,7125,119,1265,11,1,28.18601937,0,전라북도,남원시
