esntl_no,elsm_nm,schl_nm,fdtn_sctn_dscnt,tot_po,ten_und_po,hshld_co,examin_mt,examin_dt,ave_fnds,qltwtr_poll_entrps_co,addr_1,addr_2
15405,유치원,남원교룡초등학교병설유,공립,24680,538,3630,11,1,28.18601937,0,전라북도,남원시
15406,유치원,남원노암초등학교병설유,공립,14953,416,2248,11,1,28.18601937,2,전라북도,남원시
15407,유치원,남원월락초등학교병설유,공립,52475,2055,6893,11,1,28.18601937,1,전라북도,남원시
15408,유치원,남원왕치초등학교병설유,공립,24680,538,3630,11,1,28.18601937,5,전라북도,남원시
15409,유치원,남원서원초등학교병설유,공립,4913,52,749,11,1,28.18601937,1,전라북도,남원시
1541,어린이집,천진어린이집,사립,27219,304,4026,11,1,28.18601937,0,강원도,고성군
15410,유치원,대강초등학교병설유치원,공립,5201,64,902,11,1,28.18601937,0,전라북도,남원시
15411,유치원,남원대산초등학교병설유,공립,4913,52,749,11,1,28.18601937,1,전라북도,남원시
15412,유치원,덕과초등학교병설유치원,공립,2766,30,556,11,1,28.18601937,0,전라북도,남원시
15413,유치원,보절초등학교병설유치원,공립,4551,60,861,11,1,28.18601937,1,전라북도,남원시
15414,유치원,사매초등학교병설유치원,공립,4895,52,799,11,1,28.18601937,0,전라북도,남원시
15415,유치원,산내초등학교병설유치원,공립,5929,129,1127,11,1,28.18601937,0,전라북도,남원시
15416,유치원,산동초등학교병설유치원,공립,5370,85,1006,11,1,28.18601937,1,전라북도,남원시
15417,유치원,송동초등학교병설유치원,공립,5916,85,1070,11,1,28.18601937,0,전라북도,남원시
15418,유치원,수지초등학교병설유치원,공립,3239,48,605,11,1,28.18601937,0,전라북도,남원시
15419,유치원,아영초등학교병설유치원,공립,5739,108,1017,11,1,28.18601937,18,전라북도,남원시
1542,어린이집,하얀어린이집,사립,21021,625,3395,11,1,28.18601937,0,강원도,고성군
15420,유치원,오동초등학교병설유치원,공립,6378,115,1112,11,1,28.18601937,0,전라북도,남원시
15421,유치원,남원용성초등학교병설유,공립,10656,256,1698,11,1,28.18601937,1,전라북도,남원시
15422,유치원,원천초등학교병설유치원,공립,7038,101,1284,11,1,28.18601937,1,전라북도,남원시
15423,어린이집,숲속썸머힐어린이집,사립,106541,3836,15849,11,1,28.18601937,0,경기도,용인시
15423,유치원,이백초등학교병설유치원,공립,6378,115,1112,11,1,28.18601937,0,전라북도,남원시
15424,유치원,인월초등학교병설유치원,공립,8110,170,1448,11,1,28.18601937,0,전라북도,남원시
15425,유치원,주생초등학교병설유치원,공립,5356,81,1013,11,1,28.18601937,0,전라북도,남원시
15426,유치원,남원중앙초등학교병설유,공립,52475,2055,6893,11,1,28.18601937,1,전라북도,남원시
15427,유치원,동북유치원,사립,10656,256,1698,11,1,28.18601937,6,전라북도,남원시
15428,유치원,소화유치원,사립,11132,236,1847,11,1,28.18601937,3,전라북도,남원시
1543,어린이집,아이꿈터어린이집,사립,21021,625,3395,11,1,28.18601937,0,강원도,고성군
1544,어린이집,샛별어린이집,사립,21021,625,3395,11,1,28.18601937,0,강원도,고성군
15444,어린이집,푸르니수지 어린이집,사립,99860,4065,16906,11,1,28.18601937,1,경기도,용인시
15446,어린이집,숲속꽃이랑나무랑어린이,사립,106541,3836,15849,11,1,28.18601937,0,경기도,용인시
1545,어린이집,성문어린이집,사립,19415,284,3608,11,1,28.18601937,0,강원도,고성군
1546,어린이집,양양어린이집,사립,33623,898,5626,11,1,28.18601937,0,강원도,양양군
15460,어린이집,레인보우키즈스테이션어,사립,101626,4253,13174,11,1,28.18601937,1,경기도,용인시
15462,어린이집,열방킹스키즈어린이집,사립,101626,4253,13174,11,1,28.18601937,1,경기도,용인시
1547,어린이집,강현어린이집,사립,11642,171,2485,11,1,28.18601937,1,강원도,양양군
15470,유치원,공덕초등학교병설유치원,공립,8031,134,1370,11,1,28.18601937,0,전라북도,김제시
15471,유치원,우리들유치원,사립,41637,1314,5860,11,1,28.18601937,0,전라북도,김제시
15472,유치원,광활초등학교병설유치원,공립,4006,48,737,11,1,28.18601937,0,전라북도,김제시
15473,유치원,금구초등학교병설유치원,공립,14955,262,2546,11,1,28.18601937,0,전라북도,김제시
15474,유치원,금남초등학교병설유치원,공립,15526,174,2627,11,1,28.18601937,0,전라북도,김제시
15475,유치원,금산초등학교병설유치원,공립,15526,174,2627,11,1,28.18601937,1,전라북도,김제시
15476,유치원,김제초등학교병설유치원,공립,29422,665,5356,11,1,28.18601937,11,전라북도,김제시
15477,유치원,김제동초등학교병설유치,공립,41637,1314,5860,11,1,28.18601937,0,전라북도,김제시
15478,유치원,김제북초등학교병설유치,공립,35748,1326,5068,11,1,28.18601937,0,전라북도,김제시
15479,유치원,난산초등학교병설유치원,공립,12512,202,2026,11,1,28.18601937,13,전라북도,김제시
1548,어린이집,이솝어린이집,사립,33623,898,5626,11,1,28.18601937,0,강원도,양양군
15480,유치원,남양초등학교병설유치원,공립,6105,82,1065,11,1,28.18601937,2,전라북도,김제시
15481,유치원,만경초등학교병설유치원,공립,8879,137,1544,11,1,28.18601937,3,전라북도,김제시
15482,유치원,백구초등학교병설유치원,공립,12512,202,2026,11,1,28.18601937,3,전라북도,김제시
15483,유치원,백석초등학교병설유치원,공립,29422,665,5356,11,1,28.18601937,3,전라북도,김제시
15484,유치원,벽량초등학교병설유치원,공립,4047,62,724,11,1,28.18601937,3,전라북도,김제시
15485,유치원,봉남초등학교병설유치원,공립,6105,82,1065,11,1,28.18601937,1,전라북도,김제시
15486,유치원,부용초등학교병설유치원,공립,12512,202,2026,11,1,28.18601937,2,전라북도,김제시
15487,유치원,비룡초등학교병설유치원,공립,11833,160,1967,11,1,28.18601937,3,전라북도,김제시
15488,유치원,성덕초등학교병설유치원,공립,6147,71,1057,11,1,28.18601937,1,전라북도,김제시
15489,유치원,심창초등학교병설유치원,공립,8063,71,1562,11,1,28.18601937,4,전라북도,김제시
1549,어린이집,청곡어린이집,사립,33623,898,5626,11,1,28.18601937,0,강원도,양양군
15490,유치원,용동초등학교병설유치원,공립,11833,160,1967,11,1,28.18601937,1,전라북도,김제시
15491,유치원,용지초등학교병설유치원,공립,11833,160,1967,11,1,28.18601937,3,전라북도,김제시
15492,유치원,원평초등학교병설유치원,공립,15526,174,2627,11,1,28.18601937,3,전라북도,김제시
15493,유치원,화율초등학교병설유치원,공립,15526,174,2627,11,1,28.18601937,0,전라북도,김제시
15494,유치원,월성초등학교병설유치원,공립,41637,1314,5860,11,1,28.18601937,0,전라북도,김제시
15495,유치원,월촌초등학교병설유치원,공립,18086,442,3182,11,1,28.18601937,1,전라북도,김제시
15496,유치원,종정초등학교병설유치원,공립,7335,85,1415,11,1,28.18601937,2,전라북도,김제시
15497,유치원,죽산초등학교병설유치원,공립,7727,82,1453,11,1,28.18601937,0,전라북도,김제시
15498,유치원,진봉초등학교병설유치원,공립,8063,71,1562,11,1,28.18601937,3,전라북도,김제시
15499,유치원,청운초등학교병설유치원,공립,14955,262,2546,11,1,28.18601937,0,전라북도,김제시
1550,어린이집,재능사랑어린이집,사립,33623,898,5626,11,1,28.18601937,0,강원도,양양군
15500,어린이집,ECO-EDU어린이집,사립,101626,4253,13174,11,1,28.18601937,0,경기도,용인시
15500,유치원,청하초등학교병설유치원,공립,5661,83,960,11,1,28.18601937,0,전라북도,김제시
15501,유치원,초처초등학교병설유치원,공립,7054,81,1302,11,1,28.18601937,1,전라북도,김제시
15502,유치원,황강초등학교병설유치원,공립,8031,134,1370,11,1,28.18601937,0,전라북도,김제시
15503,유치원,황산초등학교병설유치원,공립,6105,82,1065,11,1,28.18601937,2,전라북도,김제시
15504,유치원,중앙유치원,사립,41637,1314,5860,11,1,28.18601937,3,전라북도,김제시
15505,유치원,성모유치원,사립,29422,665,5356,11,1,28.18601937,3,전라북도,김제시
15506,유치원,치문초등학교병설유치원,공립,12512,202,2026,11,1,28.18601937,1,전라북도,김제시
15507,어린이집,설리번스쿨어린이집,사립,101626,4253,13174,11,1,28.18601937,0,경기도,용인시
15507,유치원,김제제일유치원,공립,29422,665,5356,11,1,28.18601937,0,전라북도,김제시
15508,유치원,성만유치원,사립,29422,665,5356,11,1,28.18601937,0,전라북도,김제시
15509,유치원,해바라기유치원,사립,41637,1314,5860,11,1,28.18601937,0,전라북도,김제시
1551,어린이집,서문어린이집,사립,33623,898,5626,11,1,28.18601937,0,강원도,양양군
15511,어린이집,새봄아이어린이집,사립,106541,3836,15849,11,1,28.18601937,0,경기도,용인시
15512,어린이집,꿈나무놀이터어린이집,사립,99860,4065,16906,11,1,28.18601937,0,경기도,용인시
15516,어린이집,너랑나랑산이랑부모협동,사립,101626,4253,13174,11,1,28.18601937,0,경기도,용인시
15517,어린이집,숲속이레어린이집,사립,106541,3836,15849,11,1,28.18601937,0,경기도,용인시
1552,어린이집,현남어린이집,사립,8855,104,1712,11,1,28.18601937,0,강원도,양양군
1553,어린이집,솔로몬어린이집,사립,33623,898,5626,11,1,28.18601937,0,강원도,양양군
15534,어린이집,법원읍행복주택어린이집,사립,36331,712,5545,11,1,28.18601937,0,경기도,파주시
15535,어린이집,행복아이어린이집,사립,22301,693,3569,11,1,28.18601937,0,경기도,파주시
15536,어린이집,선율어린이집,사립,137612,5495,21107,11,1,28.18601937,5,경기도,파주시
15537,어린이집,시립파크드림어린이집,사립,229833,10812,38192,11,1,28.18601937,0,경기도,파주시
1554,어린이집,디모테오어린이집,사립,33623,898,5626,11,1,28.18601937,0,강원도,양양군
15542,어린이집,꾸러기어린이집,사립,114255,5329,14618,11,1,28.18601937,0,경기도,이천시
15543,어린이집,새청솔어린이집,사립,56098,1463,8335,11,1,28.18601937,2,경기도,이천시
15544,어린이집,21세기예능어린이집,사립,48810,1357,7574,11,1,28.18601937,1,경기도,이천시
15545,어린이집,이천어린이집,사립,56098,1463,8335,11,1,28.18601937,0,경기도,이천시
15546,어린이집,샬롬어린이집,사립,31451,766,4835,11,1,28.18601937,0,경기도,이천시
15547,어린이집,작은꽃어린이집,사립,48810,1357,7574,11,1,28.18601937,0,경기도,이천시
15548,어린이집,설봉어린이집,사립,48810,1357,7574,11,1,28.18601937,1,경기도,이천시
15549,어린이집,예일어린이집,사립,31451,766,4835,11,1,28.18601937,0,경기도,이천시
1555,어린이집,꿈을주는어린이집,사립,6855,98,1232,11,1,28.18601937,0,강원도,양양군
15550,어린이집,주공완두콩어린이집,사립,131181,6299,18244,11,1,28.18601937,0,경기도,이천시
15552,어린이집,햇살어린이집,사립,17883,430,2695,11,1,28.18601937,0,경기도,이천시
15554,어린이집,하나린어린이집,사립,114255,5329,14618,11,1,28.18601937,0,경기도,이천시
15556,어린이집,우진어린이집,사립,40388,1671,6906,11,1,28.18601937,0,경기도,이천시
15557,어린이집,베이비0123어린이집,사립,48810,1357,7574,11,1,28.18601937,0,경기도,이천시
15559,어린이집,푸른초장어린이집,사립,48810,1357,7574,11,1,28.18601937,0,경기도,이천시
15559,유치원,가천초등학교병설유치원,공립,2909,19,534,11,1,28.18601937,0,전라북도,완주군
1556,어린이집,하디어린이집,사립,33623,898,5626,11,1,28.18601937,0,강원도,양양군
15560,어린이집,창조아트어린이집,사립,32220,796,4677,11,1,28.18601937,2,경기도,이천시
15560,유치원,간중초등학교병설유치원,공립,22772,612,3262,11,1,28.18601937,2,전라북도,완주군
15561,유치원,고산초등학교병설유치원,공립,13739,257,2284,11,1,28.18601937,2,전라북도,완주군
15562,유치원,삼우초등학교병설유치원,공립,13739,257,2284,11,1,28.18601937,0,전라북도,완주군
15563,유치원,구이초등학교병설유치원,공립,16772,271,2776,11,1,28.18601937,0,전라북도,완주군
15564,유치원,남관초등학교병설유치원,공립,15274,514,2065,11,1,28.18601937,1,전라북도,완주군
15565,유치원,대덕초등학교병설유치원,공립,16772,271,2776,11,1,28.18601937,0,전라북도,완주군
15566,유치원,동상초등학교병설유치원,공립,3250,39,571,11,1,28.18601937,0,전라북도,완주군
15567,유치원,동양초등학교병설유치원,공립,19931,295,3057,11,1,28.18601937,0,전라북도,완주군
15568,유치원,봉동유치원,공립,77403,4047,10635,11,1,28.18601937,1,전라북도,완주군
15569,유치원,봉서유치원,공립,77403,4047,10635,11,1,28.18601937,7,전라북도,완주군
1557,어린이집,공립이솝어린이집,사립,33623,898,5626,11,1,28.18601937,0,강원도,양양군
15570,유치원,봉성초등학교병설유치원,공립,77403,4047,10635,11,1,28.18601937,0,전라북도,완주군
15571,유치원,비봉초등학교병설유치원,공립,6339,105,992,11,1,28.18601937,1,전라북도,완주군
15572,유치원,삼례초등학교병설유치원,공립,50624,1091,6460,11,1,28.18601937,1,전라북도,완주군
15573,유치원,삼례동초등학교병설유치,공립,50624,1091,6460,11,1,28.18601937,0,전라북도,완주군
15574,유치원,삼례중앙초등학교병설유,공립,50624,1091,6460,11,1,28.18601937,0,전라북도,완주군
15575,유치원,상관초등학교병설유치원,공립,15274,514,2065,11,1,28.18601937,1,전라북도,완주군
15576,유치원,소양초등학교병설유치원,공립,19931,295,3057,11,1,28.18601937,0,전라북도,완주군
15577,유치원,소양서초등학교병설유치,공립,19931,295,3057,11,1,28.18601937,0,전라북도,완주군
15578,유치원,송광초등학교병설유치원,공립,19931,295,3057,11,1,28.18601937,0,전라북도,완주군
15579,어린이집,조이플키즈어린이집,사립,114255,5329,14618,11,1,28.18601937,1,경기도,이천시
15579,유치원,용봉초등학교병설유치원,공립,77403,4047,10635,11,1,28.18601937,1,전라북도,완주군
1558,어린이집,우성어린이집,사립,177014,5231,22471,11,1,28.18601937,1,경기도,고양시
15581,유치원,운주초등학교병설유치원,공립,6540,63,1120,11,1,28.18601937,0,전라북도,완주군
15582,유치원,이서초등학교병설유치원,공립,41265,1875,6553,11,1,28.18601937,0,전라북도,완주군
15583,유치원,이성초등학교병설유치원,공립,41265,1875,6553,11,1,28.18601937,0,전라북도,완주군
15584,유치원,청명초등학교병설유치원,공립,16772,271,2776,11,1,28.18601937,0,전라북도,완주군
15585,유치원,청완초등학교병설유치원,공립,77403,4047,10635,11,1,28.18601937,1,전라북도,완주군
